stra,perc,circ,samp,stra2,perc2,circ2,samp2,cros1,cros2
Annealing,0.900,0.400,40,Annealing,0.900,0.425,20,12853,11572
Annealing,0.900,0.400,40,Annealing,0.900,0.425,25,2032,1706
Annealing,0.900,0.400,40,Annealing,0.950,0.400,25,596,500
Annealing,0.900,0.400,40,Annealing,0.950,0.400,35,87,125
Annealing,0.900,0.400,40,Annealing,0.950,0.400,40,3639,3439
Annealing,0.900,0.400,40,Annealing,0.950,0.425,20,95135,91019
Annealing,0.900,0.400,40,Mirroring,0.000,0.400,20,1349,1293
Annealing,0.900,0.400,40,Mirroring,0.000,0.425,25,450,427
Annealing,0.900,0.400,40,Mirroring,0.000,0.425,30,80322,77487
Annealing,0.900,0.425,20,Annealing,0.900,0.400,30,106145,104649
Annealing,0.900,0.425,20,Annealing,0.900,0.400,35,23389,21575
Annealing,0.900,0.425,20,Annealing,0.950,0.400,25,97,92
Annealing,0.900,0.425,20,Annealing,0.950,0.425,30,930,1125
Annealing,0.900,0.425,20,Mirroring,0.000,0.400,20,123,116
Annealing,0.900,0.425,20,Mirroring,0.000,0.425,20,147337,136166
Annealing,0.900,0.425,25,Annealing,0.900,0.400,20,57894,56202
Annealing,0.900,0.425,25,Annealing,0.900,0.400,25,3683,3209
Annealing,0.900,0.425,25,Annealing,0.900,0.400,30,141609,141293
Annealing,0.900,0.425,25,Annealing,0.900,0.425,20,1791,1738
Annealing,0.900,0.425,25,Annealing,0.950,0.400,20,17443,17109
Annealing,0.900,0.425,25,Annealing,0.950,0.425,20,147,108
Annealing,0.900,0.425,25,Annealing,0.950,0.425,25,75970,73524
Annealing,0.900,0.425,25,Annealing,0.950,0.425,30,140,115
Annealing,0.900,0.425,25,Mirroring,0.000,0.400,20,14657,13592
Annealing,0.900,0.425,25,Mirroring,0.000,0.400,25,49775,49269
Annealing,0.900,0.425,25,Mirroring,0.000,0.425,25,910,1010
Annealing,0.900,0.425,25,Mirroring,0.000,0.425,30,30689,30137
Annealing,0.900,0.425,30,Annealing,0.900,0.400,20,177,142
Annealing,0.900,0.425,30,Annealing,0.950,0.400,25,7696,7215
Annealing,0.900,0.425,30,Mirroring,0.000,0.400,30,768,754
Annealing,0.950,0.400,20,Annealing,0.900,0.400,20,604,559
Annealing,0.950,0.400,20,Annealing,0.900,0.400,30,253,168
Annealing,0.950,0.400,20,Annealing,0.900,0.400,35,287,237
Annealing,0.950,0.400,20,Annealing,0.900,0.400,40,1572,1291
Annealing,0.950,0.400,20,Annealing,0.900,0.425,20,885,839
Annealing,0.950,0.400,20,Annealing,0.900,0.425,30,504,404
Annealing,0.950,0.400,20,Annealing,0.950,0.400,30,1584,1558
Annealing,0.950,0.400,20,Annealing,0.950,0.400,40,22562,21549
Annealing,0.950,0.400,20,Annealing,0.950,0.425,20,122885,122643
Annealing,0.950,0.400,20,Annealing,0.950,0.425,30,49691,46953
Annealing,0.950,0.400,20,Mirroring,0.000,0.400,25,1304,1218
Annealing,0.950,0.400,20,Mirroring,0.000,0.425,25,556,457
Annealing,0.950,0.400,25,Annealing,0.900,0.400,20,563,555
Annealing,0.950,0.400,25,Annealing,0.900,0.400,35,11204,10969
Annealing,0.950,0.400,25,Annealing,0.900,0.425,25,183,153
Annealing,0.950,0.400,25,Annealing,0.950,0.400,20,83735,83062
Annealing,0.950,0.400,25,Annealing,0.950,0.400,40,5345,5251
Annealing,0.950,0.400,25,Annealing,0.950,0.425,20,17,16
Annealing,0.950,0.400,25,Annealing,0.950,0.425,25,20969,20558
Annealing,0.950,0.400,25,Mirroring,0.000,0.400,25,211,192
Annealing,0.950,0.400,25,Mirroring,0.000,0.400,30,16983,16415
Annealing,0.950,0.400,25,Mirroring,0.000,0.425,20,97034,93073
Annealing,0.950,0.400,30,Annealing,0.900,0.400,30,145855,140071
Annealing,0.950,0.400,30,Annealing,0.900,0.400,40,27507,26894
Annealing,0.950,0.400,30,Annealing,0.900,0.425,20,21268,17653
Annealing,0.950,0.400,30,Annealing,0.900,0.425,25,109780,108360
Annealing,0.950,0.400,30,Annealing,0.950,0.400,25,96889,93372
Annealing,0.950,0.400,30,Annealing,0.950,0.400,40,90753,90406
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,20,48677,48200
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,25,42,32
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,35,1152,1085
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,40,61,52
Annealing,0.950,0.400,30,Mirroring,0.000,0.425,20,119554,109692
Annealing,0.950,0.400,30,Mirroring,0.000,0.425,25,1455,1366
Annealing,0.950,0.400,35,Annealing,0.900,0.400,20,689,675
Annealing,0.950,0.400,35,Annealing,0.900,0.400,30,98214,110053
Annealing,0.950,0.400,35,Annealing,0.900,0.400,35,16403,14478
Annealing,0.950,0.400,35,Annealing,0.900,0.425,20,878,759
Annealing,0.950,0.400,35,Annealing,0.900,0.425,25,116791,114321
Annealing,0.950,0.400,35,Annealing,0.950,0.400,20,7,10
Annealing,0.950,0.400,35,Annealing,0.950,0.400,25,718,635
Annealing,0.950,0.400,35,Annealing,0.950,0.400,30,18503,18453
Annealing,0.950,0.400,35,Annealing,0.950,0.400,40,374,357
Annealing,0.950,0.400,35,Annealing,0.950,0.425,25,117821,115472
Annealing,0.950,0.400,35,Annealing,0.950,0.425,30,1458,1363
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,20,728,652
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,30,1972,1855
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,35,44579,44019
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,40,33,31
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,25,43,38
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,30,84938,81856
Annealing,0.950,0.400,40,Annealing,0.900,0.400,20,11090,11071
Annealing,0.950,0.400,40,Annealing,0.900,0.400,25,772,736
Annealing,0.950,0.400,40,Annealing,0.900,0.400,35,288,246
Annealing,0.950,0.400,40,Annealing,0.900,0.425,20,24174,24131
Annealing,0.950,0.400,40,Annealing,0.900,0.425,25,181901,174237
Annealing,0.950,0.400,40,Annealing,0.950,0.425,25,48,45
Annealing,0.950,0.400,40,Annealing,0.950,0.425,30,85610,80798
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,35,2321,2152
Annealing,0.950,0.400,40,Mirroring,0.000,0.425,20,40295,40020
Annealing,0.950,0.400,40,Mirroring,0.000,0.425,25,36,35
Annealing,0.950,0.425,20,Annealing,0.900,0.400,20,282,221
Annealing,0.950,0.425,20,Annealing,0.900,0.400,25,521,511
Annealing,0.950,0.425,20,Annealing,0.900,0.425,20,844,1116
Annealing,0.950,0.425,20,Annealing,0.950,0.400,30,18923,18336
Annealing,0.950,0.425,20,Annealing,0.950,0.400,35,639,594
Annealing,0.950,0.425,20,Annealing,0.950,0.400,40,13400,13338
Annealing,0.950,0.425,20,Annealing,0.950,0.425,25,19161,17765
Annealing,0.950,0.425,20,Annealing,0.950,0.425,30,6900,6405
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,20,3015,2856
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,25,916,1036
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,30,80,56
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,35,636,596
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,40,820,702
Annealing,0.950,0.425,20,Mirroring,0.000,0.425,30,54662,53446
Annealing,0.950,0.425,25,Annealing,0.900,0.400,20,133440,131445
Annealing,0.950,0.425,25,Annealing,0.900,0.400,30,3854,3492
Annealing,0.950,0.425,25,Annealing,0.900,0.400,35,162,160
Annealing,0.950,0.425,25,Annealing,0.900,0.400,40,55766,55730
Annealing,0.950,0.425,25,Annealing,0.900,0.425,20,47,45
Annealing,0.950,0.425,25,Annealing,0.950,0.400,20,80136,76373
Annealing,0.950,0.425,25,Annealing,0.950,0.400,30,431,346
Annealing,0.950,0.425,25,Annealing,0.950,0.425,30,939,1087
Annealing,0.950,0.425,25,Mirroring,0.000,0.400,25,866,1007
Annealing,0.950,0.425,25,Mirroring,0.000,0.400,40,1217,1020
Annealing,0.950,0.425,25,Mirroring,0.000,0.425,25,3925,3689
Annealing,0.950,0.425,25,Mirroring,0.000,0.425,30,703,621
Annealing,0.950,0.425,30,Annealing,0.900,0.400,20,1434,1294
Annealing,0.950,0.425,30,Annealing,0.900,0.400,25,94871,90560
Annealing,0.950,0.425,30,Annealing,0.900,0.400,40,46374,42357
Annealing,0.950,0.425,30,Annealing,0.950,0.400,25,718,694
Annealing,0.950,0.425,30,Annealing,0.950,0.400,30,1496,1155
Annealing,0.950,0.425,30,Mirroring,0.000,0.400,20,81970,77564
Annealing,0.950,0.425,30,Mirroring,0.000,0.425,20,73727,72856
Mirroring,0.000,0.400,20,Annealing,0.900,0.400,20,72538,66649
Mirroring,0.000,0.400,20,Annealing,0.900,0.400,25,1540,1343
Mirroring,0.000,0.400,20,Annealing,0.900,0.400,35,88802,86507
Mirroring,0.000,0.400,20,Annealing,0.900,0.425,30,932,759
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,20,2410,2374
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,25,87048,85698
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,40,988,735
Mirroring,0.000,0.400,20,Annealing,0.950,0.425,25,519,512
Mirroring,0.000,0.400,20,Mirroring,0.000,0.400,25,62,59
Mirroring,0.000,0.400,20,Mirroring,0.000,0.400,35,39396,35068
Mirroring,0.000,0.400,20,Mirroring,0.000,0.425,20,7671,7506
Mirroring,0.000,0.400,20,Mirroring,0.000,0.425,25,137,136
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,25,6414,5980
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,30,25,17
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,40,1677,1569
Mirroring,0.000,0.400,25,Annealing,0.900,0.425,20,1247,1183
Mirroring,0.000,0.400,25,Annealing,0.900,0.425,30,62924,61725
Mirroring,0.000,0.400,25,Annealing,0.950,0.400,35,7142,6482
Mirroring,0.000,0.400,25,Annealing,0.950,0.400,40,794,684
Mirroring,0.000,0.400,25,Annealing,0.950,0.425,30,80826,79019
Mirroring,0.000,0.400,25,Mirroring,0.000,0.400,40,3010,2365
Mirroring,0.000,0.400,25,Mirroring,0.000,0.425,20,2600,2064
Mirroring,0.000,0.400,25,Mirroring,0.000,0.425,30,116110,115835
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,20,1345,1336
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,25,63489,59858
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,35,43954,40227
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,40,31325,29340
Mirroring,0.000,0.400,30,Annealing,0.900,0.425,20,652,588
Mirroring,0.000,0.400,30,Annealing,0.900,0.425,25,86,79
Mirroring,0.000,0.400,30,Annealing,0.950,0.400,20,18,15
Mirroring,0.000,0.400,30,Annealing,0.950,0.400,30,526,510
Mirroring,0.000,0.400,30,Annealing,0.950,0.400,40,608,579
Mirroring,0.000,0.400,30,Annealing,0.950,0.425,25,14582,13371
Mirroring,0.000,0.400,30,Annealing,0.950,0.425,30,977,1018
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,20,4124,3651
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,25,48513,46861
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,35,93,105
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,40,35272,33773
Mirroring,0.000,0.400,30,Mirroring,0.000,0.425,20,46521,42150
Mirroring,0.000,0.400,30,Mirroring,0.000,0.425,25,680,599
Mirroring,0.000,0.400,30,Mirroring,0.000,0.425,30,81382,80162
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,20,418,326
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,25,72,71
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,30,34144,32792
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,40,875,755
Mirroring,0.000,0.400,35,Annealing,0.900,0.425,20,76246,72274
Mirroring,0.000,0.400,35,Annealing,0.900,0.425,25,643,609
Mirroring,0.000,0.400,35,Annealing,0.950,0.400,20,23421,23078
Mirroring,0.000,0.400,35,Annealing,0.950,0.400,25,55337,54638
Mirroring,0.000,0.400,35,Annealing,0.950,0.425,25,957,887
Mirroring,0.000,0.400,35,Annealing,0.950,0.425,30,86,116
Mirroring,0.000,0.400,35,Mirroring,0.000,0.400,25,247,206
Mirroring,0.000,0.400,35,Mirroring,0.000,0.400,40,2277,2085
Mirroring,0.000,0.400,35,Mirroring,0.000,0.425,30,1826,1750
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,35,95537,92093
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,40,665,547
Mirroring,0.000,0.400,40,Annealing,0.900,0.425,20,35282,32322
Mirroring,0.000,0.400,40,Annealing,0.900,0.425,25,152895,147183
Mirroring,0.000,0.400,40,Annealing,0.950,0.400,20,94,111
Mirroring,0.000,0.400,40,Annealing,0.950,0.400,40,54042,52535
Mirroring,0.000,0.400,40,Annealing,0.950,0.425,30,826,799
Mirroring,0.000,0.400,40,Mirroring,0.000,0.400,20,1344,1320
Mirroring,0.000,0.400,40,Mirroring,0.000,0.425,20,25487,24520
Mirroring,0.000,0.400,40,Mirroring,0.000,0.425,25,1621,1600
Mirroring,0.000,0.400,40,Mirroring,0.000,0.425,30,892,1034
Mirroring,0.000,0.425,20,Annealing,0.900,0.400,35,56927,55642
Mirroring,0.000,0.425,20,Annealing,0.900,0.400,40,40,26
Mirroring,0.000,0.425,20,Annealing,0.900,0.425,25,301,296
Mirroring,0.000,0.425,20,Annealing,0.950,0.400,20,13016,12508
Mirroring,0.000,0.425,20,Annealing,0.950,0.400,35,831,1015
Mirroring,0.000,0.425,20,Annealing,0.950,0.425,20,288,279
Mirroring,0.000,0.425,20,Annealing,0.950,0.425,25,141900,134020
Mirroring,0.000,0.425,20,Mirroring,0.000,0.400,35,429,416
Mirroring,0.000,0.425,20,Mirroring,0.000,0.425,25,9374,8774
Mirroring,0.000,0.425,25,Annealing,0.900,0.400,30,420,408
Mirroring,0.000,0.425,25,Annealing,0.900,0.425,20,1429,1161
Mirroring,0.000,0.425,25,Annealing,0.950,0.400,25,75314,74077
Mirroring,0.000,0.425,25,Annealing,0.950,0.425,20,35808,35483
Mirroring,0.000,0.425,25,Annealing,0.950,0.425,30,6001,5215
Mirroring,0.000,0.425,25,Mirroring,0.000,0.400,25,288,274
Mirroring,0.000,0.425,25,Mirroring,0.000,0.400,35,108149,102914
Mirroring,0.000,0.425,30,Annealing,0.900,0.400,35,656,564
Mirroring,0.000,0.425,30,Annealing,0.900,0.425,20,49059,48377
Mirroring,0.000,0.425,30,Annealing,0.950,0.400,20,973,1067
Mirroring,0.000,0.425,30,Annealing,0.950,0.400,25,80,71
Mirroring,0.000,0.425,30,Annealing,0.950,0.400,30,6330,6181
Mirroring,0.000,0.425,30,Annealing,0.950,0.400,40,55257,52175
Mirroring,0.000,0.425,30,Annealing,0.950,0.425,30,285,277
Mirroring,0.000,0.425,30,Mirroring,0.000,0.400,20,992,980
Mirroring,0.000,0.425,30,Mirroring,0.000,0.425,20,89,61
Mirroring,0.000,0.425,30,Mirroring,0.000,0.425,25,148086,140386
Annealing,0.900,0.400,20,Annealing,0.900,0.400,40,140,140
Annealing,0.900,0.400,25,Annealing,0.950,0.400,35,29,29
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,35,19,19
Annealing,0.950,0.425,30,Annealing,0.900,0.425,20,119,119
Mirroring,0.000,0.400,40,Mirroring,0.000,0.400,35,9,9
Mirroring,0.000,0.425,20,Mirroring,0.000,0.400,25,6,6
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,30,-1,-1
Mirroring,0.000,0.400,40,Annealing,0.950,0.400,25,-1,-1
