stra,perc,circ,samp,stra2,perc2,circ2,samp2,cros1,cros2
Annealing,0.900,0.425,25,Annealing,0.950,0.400,25,80,72
Annealing,0.900,0.425,25,Annealing,0.950,0.400,35,86555,83246
Annealing,0.900,0.425,25,Annealing,0.950,0.400,40,273,203
Annealing,0.900,0.425,25,Annealing,0.950,0.425,20,251,247
Annealing,0.900,0.425,25,Annealing,0.950,0.425,25,98582,88265
Annealing,0.900,0.425,25,Mirroring,0.000,0.400,30,79204,78895
Annealing,0.900,0.425,25,Mirroring,0.000,0.400,35,1518,1303
Annealing,0.900,0.425,30,Annealing,0.900,0.400,25,1893,1783
Annealing,0.900,0.425,30,Annealing,0.900,0.400,30,65843,65682
Annealing,0.900,0.425,30,Annealing,0.900,0.425,25,311,297
Annealing,0.900,0.425,30,Annealing,0.950,0.400,25,956,1100
Annealing,0.900,0.425,30,Annealing,0.950,0.400,30,22023,19144
Annealing,0.900,0.425,30,Annealing,0.950,0.425,25,45,44
Annealing,0.900,0.425,30,Annealing,0.950,0.425,30,768,564
Annealing,0.900,0.425,30,Mirroring,0.000,0.400,20,1744,1701
Annealing,0.900,0.425,30,Mirroring,0.000,0.400,35,4811,4417
Annealing,0.900,0.425,30,Mirroring,0.000,0.400,40,1425,1263
Annealing,0.900,0.425,30,Mirroring,0.000,0.425,20,436,393
Annealing,0.900,0.425,30,Mirroring,0.000,0.425,25,56023,55550
Annealing,0.950,0.400,20,Annealing,0.900,0.400,20,663,574
Annealing,0.950,0.400,20,Annealing,0.900,0.400,25,67474,63325
Annealing,0.950,0.400,20,Annealing,0.900,0.400,30,413,344
Annealing,0.950,0.400,20,Annealing,0.900,0.400,35,672,655
Annealing,0.950,0.400,20,Annealing,0.900,0.425,20,933,1212
Annealing,0.950,0.400,20,Annealing,0.900,0.425,30,193,178
Annealing,0.950,0.400,20,Annealing,0.950,0.400,25,64901,61115
Annealing,0.950,0.400,20,Annealing,0.950,0.400,30,63941,63321
Annealing,0.950,0.400,20,Annealing,0.950,0.400,35,135475,134499
Annealing,0.950,0.400,20,Annealing,0.950,0.425,30,69,64
Annealing,0.950,0.400,20,Mirroring,0.000,0.400,20,2518,2396
Annealing,0.950,0.400,20,Mirroring,0.000,0.425,20,51,41
Annealing,0.950,0.400,20,Mirroring,0.000,0.425,30,467,403
Annealing,0.950,0.400,25,Annealing,0.900,0.400,30,166885,160696
Annealing,0.950,0.400,25,Annealing,0.900,0.425,20,291,255
Annealing,0.950,0.400,25,Annealing,0.950,0.400,30,59311,55969
Annealing,0.950,0.400,25,Annealing,0.950,0.400,35,2262,2059
Annealing,0.950,0.400,25,Annealing,0.950,0.425,20,1328,1249
Annealing,0.950,0.400,25,Annealing,0.950,0.425,25,945,1367
Annealing,0.950,0.400,25,Annealing,0.950,0.425,30,967,937
Annealing,0.950,0.400,25,Mirroring,0.000,0.400,30,160,142
Annealing,0.950,0.400,25,Mirroring,0.000,0.400,35,8265,7944
Annealing,0.950,0.400,25,Mirroring,0.000,0.400,40,649,537
Annealing,0.950,0.400,25,Mirroring,0.000,0.425,25,7258,6936
Annealing,0.950,0.400,25,Mirroring,0.000,0.425,30,560,438
Annealing,0.950,0.400,25,Mirroring,0.000,0.425,35,33944,33223
Annealing,0.950,0.400,30,Annealing,0.900,0.400,30,79563,78735
Annealing,0.950,0.400,30,Annealing,0.900,0.425,20,950,913
Annealing,0.950,0.400,30,Annealing,0.900,0.425,25,6514,6317
Annealing,0.950,0.400,30,Annealing,0.950,0.400,35,637,587
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,25,18897,18778
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,30,1401,1263
Annealing,0.950,0.400,30,Mirroring,0.000,0.400,40,9853,10203
Annealing,0.950,0.400,30,Mirroring,0.000,0.425,25,70359,69924
Annealing,0.950,0.400,30,Mirroring,0.000,0.425,30,41,30
Annealing,0.950,0.400,30,Mirroring,0.000,0.425,35,181140,176015
Annealing,0.950,0.400,35,Annealing,0.900,0.400,25,438,311
Annealing,0.950,0.400,35,Annealing,0.900,0.425,20,949,937
Annealing,0.950,0.400,35,Annealing,0.900,0.425,30,123953,116470
Annealing,0.950,0.400,35,Annealing,0.950,0.425,25,88,59
Annealing,0.950,0.400,35,Annealing,0.950,0.425,30,23423,22636
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,25,17,16
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,30,25361,24257
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,35,28903,26365
Annealing,0.950,0.400,35,Mirroring,0.000,0.400,40,129776,124935
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,20,134576,131094
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,25,54736,51290
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,30,1898,1714
Annealing,0.950,0.400,35,Mirroring,0.000,0.425,35,874,1072
Annealing,0.950,0.400,40,Annealing,0.900,0.400,25,832,581
Annealing,0.950,0.400,40,Annealing,0.900,0.400,30,37,30
Annealing,0.950,0.400,40,Annealing,0.900,0.400,35,591,582
Annealing,0.950,0.400,40,Annealing,0.900,0.425,20,497,428
Annealing,0.950,0.400,40,Annealing,0.900,0.425,30,138210,133176
Annealing,0.950,0.400,40,Annealing,0.950,0.400,20,42417,41160
Annealing,0.950,0.400,40,Annealing,0.950,0.400,25,3124,2987
Annealing,0.950,0.400,40,Annealing,0.950,0.400,30,3327,3163
Annealing,0.950,0.400,40,Annealing,0.950,0.400,35,543,521
Annealing,0.950,0.400,40,Annealing,0.950,0.425,20,277,267
Annealing,0.950,0.400,40,Annealing,0.950,0.425,30,504,473
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,20,114433,112718
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,25,2929,2762
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,35,939,763
Annealing,0.950,0.400,40,Mirroring,0.000,0.400,40,40971,37199
Annealing,0.950,0.400,40,Mirroring,0.000,0.425,30,69308,67904
Annealing,0.950,0.425,20,Annealing,0.900,0.400,35,1632,1513
Annealing,0.950,0.425,20,Annealing,0.900,0.425,20,74609,74001
Annealing,0.950,0.425,20,Annealing,0.900,0.425,30,155489,154593
Annealing,0.950,0.425,20,Annealing,0.950,0.400,20,89576,86860
Annealing,0.950,0.425,20,Annealing,0.950,0.400,30,67,59
Annealing,0.950,0.425,20,Annealing,0.950,0.400,35,915,907
Annealing,0.950,0.425,20,Annealing,0.950,0.425,25,1782,1771
Annealing,0.950,0.425,20,Annealing,0.950,0.425,30,650,555
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,25,314,277
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,30,174,151
Annealing,0.950,0.425,20,Mirroring,0.000,0.400,40,1946,1574
Annealing,0.950,0.425,20,Mirroring,0.000,0.425,25,72501,71990
Annealing,0.950,0.425,25,Annealing,0.900,0.400,20,74711,73876
Annealing,0.950,0.425,25,Annealing,0.900,0.400,30,372,341
Annealing,0.950,0.425,25,Annealing,0.900,0.400,40,407,404
Annealing,0.950,0.425,25,Annealing,0.950,0.400,20,171977,156027
Annealing,0.950,0.425,25,Annealing,0.950,0.400,30,250,208
Annealing,0.950,0.425,25,Annealing,0.950,0.400,40,2155,1966
Annealing,0.950,0.425,25,Annealing,0.950,0.425,30,14618,14410
Annealing,0.950,0.425,25,Mirroring,0.000,0.400,35,118178,117527
Annealing,0.950,0.425,25,Mirroring,0.000,0.425,20,146,117
Annealing,0.950,0.425,25,Mirroring,0.000,0.425,30,251,228
Annealing,0.950,0.425,30,Annealing,0.900,0.400,25,403,364
Annealing,0.950,0.425,30,Annealing,0.900,0.400,30,1057,1011
Annealing,0.950,0.425,30,Annealing,0.900,0.400,40,108638,104113
Annealing,0.950,0.425,30,Annealing,0.900,0.425,20,16446,16363
Annealing,0.950,0.425,30,Annealing,0.900,0.425,25,48809,47364
Annealing,0.950,0.425,30,Annealing,0.950,0.400,30,1095,1091
Annealing,0.950,0.425,30,Mirroring,0.000,0.400,25,74,70
Mirroring,0.000,0.400,20,Annealing,0.900,0.400,30,922,783
Mirroring,0.000,0.400,20,Annealing,0.900,0.400,40,79295,78054
Mirroring,0.000,0.400,20,Annealing,0.900,0.425,25,853,1146
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,25,231,183
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,30,1742,1450
Mirroring,0.000,0.400,20,Annealing,0.950,0.400,35,1301,1094
Mirroring,0.000,0.400,20,Annealing,0.950,0.425,20,1391,1075
Mirroring,0.000,0.400,20,Annealing,0.950,0.425,25,17967,17640
Mirroring,0.000,0.400,20,Annealing,0.950,0.425,30,52571,49757
Mirroring,0.000,0.400,20,Mirroring,0.000,0.400,35,1141,1031
Mirroring,0.000,0.400,20,Mirroring,0.000,0.425,20,1038,1017
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,25,779,602
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,30,464,398
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,35,99,137
Mirroring,0.000,0.400,25,Annealing,0.900,0.400,40,43649,42330
Mirroring,0.000,0.400,25,Annealing,0.900,0.425,20,121552,116730
Mirroring,0.000,0.400,25,Annealing,0.900,0.425,25,110954,109319
Mirroring,0.000,0.400,25,Annealing,0.900,0.425,30,172,150
Mirroring,0.000,0.400,25,Annealing,0.950,0.400,20,1150,1139
Mirroring,0.000,0.400,25,Annealing,0.950,0.400,25,843,828
Mirroring,0.000,0.400,25,Annealing,0.950,0.425,25,836,742
Mirroring,0.000,0.400,25,Mirroring,0.000,0.400,20,62,45
Mirroring,0.000,0.400,25,Mirroring,0.000,0.400,35,329,323
Mirroring,0.000,0.400,25,Mirroring,0.000,0.425,25,460,441
Mirroring,0.000,0.400,25,Mirroring,0.000,0.425,30,38939,37369
Mirroring,0.000,0.400,25,Mirroring,0.000,0.425,35,18529,16914
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,25,91341,102423
Mirroring,0.000,0.400,30,Annealing,0.900,0.400,30,3451,2884
Mirroring,0.000,0.400,30,Annealing,0.900,0.425,20,1238,1163
Mirroring,0.000,0.400,30,Annealing,0.900,0.425,30,96570,100576
Mirroring,0.000,0.400,30,Annealing,0.950,0.400,20,13418,12503
Mirroring,0.000,0.400,30,Annealing,0.950,0.400,40,82988,76336
Mirroring,0.000,0.400,30,Annealing,0.950,0.425,25,496,473
Mirroring,0.000,0.400,30,Annealing,0.950,0.425,30,12060,10435
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,20,16011,14838
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,25,30463,29128
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,35,2125,1973
Mirroring,0.000,0.400,30,Mirroring,0.000,0.400,40,180,132
Mirroring,0.000,0.400,30,Mirroring,0.000,0.425,20,529,422
Mirroring,0.000,0.400,30,Mirroring,0.000,0.425,25,40899,40013
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,20,116949,109077
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,25,9619,10304
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,30,7171,6243
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,35,941,1120
Mirroring,0.000,0.400,35,Annealing,0.900,0.400,40,572,511
Mirroring,0.000,0.400,35,Annealing,0.900,0.425,20,26553,25591
Mirroring,0.000,0.400,35,Annealing,0.950,0.400,20,17393,17282
Mirroring,0.000,0.400,35,Annealing,0.950,0.400,30,545,528
Mirroring,0.000,0.400,35,Annealing,0.950,0.425,20,113264,108224
Mirroring,0.000,0.400,35,Annealing,0.950,0.425,30,37,29
Mirroring,0.000,0.400,35,Mirroring,0.000,0.425,20,23890,21964
Mirroring,0.000,0.400,35,Mirroring,0.000,0.425,25,37019,33618
Mirroring,0.000,0.400,35,Mirroring,0.000,0.425,30,144,114
Mirroring,0.000,0.400,35,Mirroring,0.000,0.425,35,24426,23083
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,25,388,330
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,30,229,193
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,35,636,574
Mirroring,0.000,0.400,40,Annealing,0.900,0.400,40,459,441
Mirroring,0.000,0.400,40,Annealing,0.900,0.425,20,54479,51754
Mirroring,0.000,0.400,40,Annealing,0.900,0.425,25,100944,100022
Mirroring,0.000,0.400,40,Annealing,0.950,0.400,20,26381,26277
Mirroring,0.000,0.400,40,Annealing,0.950,0.425,25,178685,176278
Mirroring,0.000,0.400,40,Annealing,0.950,0.425,30,61855,60772
Mirroring,0.000,0.400,40,Mirroring,0.000,0.400,20,96540,91318
Mirroring,0.000,0.400,40,Mirroring,0.000,0.400,25,111014,109941
Mirroring,0.000,0.400,40,Mirroring,0.000,0.400,35,172488,166478
Mirroring,0.000,0.400,40,Mirroring,0.000,0.425,30,542,441
Mirroring,0.000,0.400,40,Mirroring,0.000,0.425,35,903,1232
Mirroring,0.000,0.425,20,Annealing,0.900,0.400,20,632,624
Mirroring,0.000,0.425,20,Annealing,0.900,0.400,30,3352,3271
Mirroring,0.000,0.425,20,Annealing,0.900,0.425,20,21340,21042
Mirroring,0.000,0.425,20,Annealing,0.900,0.425,25,784,763
Mirroring,0.000,0.425,20,Annealing,0.950,0.400,25,1212,1131
Mirroring,0.000,0.425,20,Annealing,0.950,0.400,30,99195,103279
Mirroring,0.000,0.425,20,Annealing,0.950,0.400,40,1122,1112
Mirroring,0.000,0.425,20,Annealing,0.950,0.425,20,334,229
Mirroring,0.000,0.425,20,Annealing,0.950,0.425,30,42524,39281
Mirroring,0.000,0.425,20,Mirroring,0.000,0.400,25,702,680
Mirroring,0.000,0.425,20,Mirroring,0.000,0.400,40,20,19
Mirroring,0.000,0.425,20,Mirroring,0.000,0.425,25,526,472
Mirroring,0.000,0.425,20,Mirroring,0.000,0.425,30,9439,9378
Mirroring,0.000,0.425,25,Annealing,0.900,0.400,25,1753,1658
Mirroring,0.000,0.425,25,Annealing,0.900,0.400,30,6768,6687
Mirroring,0.000,0.425,25,Annealing,0.900,0.400,40,246,193
Mirroring,0.000,0.425,25,Annealing,0.900,0.425,25,162777,152666
Mirroring,0.000,0.425,25,Annealing,0.950,0.400,20,570,561
Mirroring,0.000,0.425,25,Annealing,0.950,0.400,40,1708,1453
Mirroring,0.000,0.425,25,Annealing,0.950,0.425,25,78620,76774
Mirroring,0.000,0.425,25,Annealing,0.950,0.425,30,653,647
Mirroring,0.000,0.425,25,Mirroring,0.000,0.400,20,87655,85346
Mirroring,0.000,0.425,25,Mirroring,0.000,0.400,40,106054,104929
Mirroring,0.000,0.425,30,Annealing,0.900,0.400,20,116660,115114
Mirroring,0.000,0.425,30,Annealing,0.900,0.400,30,1044,1004
Mirroring,0.000,0.425,30,Annealing,0.900,0.400,35,59936,59337
Mirroring,0.000,0.425,30,Annealing,0.900,0.400,40,120371,117009
Mirroring,0.000,0.425,30,Annealing,0.900,0.425,20,885,870
Mirroring,0.000,0.425,30,Annealing,0.900,0.425,25,80752,79553
Mirroring,0.000,0.425,30,Annealing,0.900,0.425,30,83085,83031
Mirroring,0.000,0.425,30,Annealing,0.950,0.425,20,94599,93920
Mirroring,0.000,0.425,30,Annealing,0.950,0.425,30,757,736
Mirroring,0.000,0.425,30,Mirroring,0.000,0.400,20,206062,203007
Mirroring,0.000,0.425,30,Mirroring,0.000,0.400,30,300,292
Mirroring,0.000,0.425,30,Mirroring,0.000,0.425,25,72705,66615
Mirroring,0.000,0.425,35,Annealing,0.900,0.400,20,63408,61959
Mirroring,0.000,0.425,35,Annealing,0.900,0.400,25,720,632
Mirroring,0.000,0.425,35,Annealing,0.900,0.400,30,27,25
Mirroring,0.000,0.425,35,Annealing,0.900,0.400,35,767,586
Mirroring,0.000,0.425,35,Annealing,0.950,0.400,20,95,90
Mirroring,0.000,0.425,35,Annealing,0.950,0.400,40,35,24
Mirroring,0.000,0.425,35,Mirroring,0.000,0.400,20,98751,100145
Mirroring,0.000,0.425,35,Mirroring,0.000,0.400,30,146,101
Annealing,0.900,0.400,25,Mirroring,0.000,0.425,25,9,9
Annealing,0.950,0.400,35,Annealing,0.900,0.400,35,6,6
Annealing,0.950,0.400,35,Annealing,0.950,0.400,30,122,122
Annealing,0.950,0.400,40,Annealing,0.900,0.425,20,13,13
Annealing,0.950,0.400,40,Annealing,0.900,0.425,20,17,17
Mirroring,0.000,0.425,35,Annealing,0.950,0.400,40,14,14
